188,Esc. Mun. Prof. Ver?ssimo de Melo,Escola Municipal,-5.82513079005384,-35.2609612352476
189,Esc. Est. Bel?m C?mara,Escola Estadual,-5.82620535573451,-35.2398249272565
190,Esc. Est. Monsenhor Mata,Escola Estadual,-5.82305644067958,-35.2419435496914
191,Esc. Est. Lauro de Castro,Escola Estadual,-5.82228517285039,-35.235930019646
192,Esc. Est. Raimundo Soares,Escola Estadual,-5.82258491269394,-35.2350675599799
193,Esc. Mun. Celestino Pimentel,Escola Municipal,-5.82530307647144,-35.2361979066274
194,Jesiel Figueiredo,CMEI,-5.82474910537231,-35.2361585170539
195,Esc. Est. Uni?o do Povo da C. Nova,Escola Estadual,-5.83503117315466,-35.2423384944777
196,Saturnina Alves de Lucena,CMEI,-5.83535255341031,-35.2419596875743
197,Esc. Mun. Prof?. Em?lia Ramos,Escola Municipal,-5.83236323988664,-35.2399525776591
198,Esc. Mun. Prof?. Lu?s Maranh?o Filho,Escola Municipal,-5.83294009480549,-35.240464094272
199,Prof?.  Marise Paiva de Morais,CMEI,-5.83270623562462,-35.2402386209411
200,Esc. Mun. Prof?. Almerinda Bezerra Furtado,Escola Municipal,-5.84352261715927,-35.2739857713568
201,Esc. Mun. Prof. Francisco de Assis V. Cavalcante,Escola Municipal,-5.84141662160455,-35.2750565124166
202,Prof? Marilanda Bezerra de Paiva,CMEI,-5.84168234443205,-35.2757090512677
203,Cl?a Bezerra de Melo Centeno,CMEI,-5.8414267330346,-35.2781291387871
204,Prof?. Maria Salete Alves Bila,CMEI,-5.84876197871734,-35.2553417340842
205,Esc. Mun. Estudante Emmanuel Bezerra,Escola Municipal,-5.84825720807138,-35.2551181530194
206,Esc. Est. Pres. Caf? Filho,Escola Estadual,-5.83200471176767,-35.2001249657785
207,Prof?. Maria Ilka Soares da Silva,CMEI,-5.82649140577302,-35.2021098193381
208,Esc. Est. Hegessipo Reis,Escola Estadual,-5.82741699332938,-35.2024102056173
209,Esc. Mun. Ivonete Maciel,Escola Municipal,-5.82560399585757,-35.2318602864271
210,Esc. Est. Jer?nimo de Albuquerque,Escola Estadual,-5.88359489758517,-35.1730623319445
211,Esc. Mun. S?o Jos?,Escola Municipal,-5.88525308783488,-35.1698034978049
212,Esc. Est. Isabel Gondim,Escola Estadual,-5.77403802239478,-35.2029287868382
213,Esc. Est. Le?o XIII,Escola Estadual,-5.77387467107637,-35.2035059473759
214,Cl?udia Oliveirea de Farias,CMEI,-5.77176651736434,-35.2025541633916
215,Esc. Mun. Prof?. Mareci G. dos Santos,Escola Municipal,-5.78715161186978,-35.2092916078659
216,Esc. Est. Passo da P?tria,Escola Estadual,-5.78482876232028,-35.2114878948946
217,Galdina Barbosa Silveira Guimar?es,CMEI,-5.79932464518459,-35.1844448043471
218,Esc. Est. Prof. Severino B. de Melo,Escola Estadual,-5.79516595256759,-35.1885159979621
219,Esc. Est. Mons. Alfredo Pegado,Escola Estadual,-5.79299735051909,-35.1898756403028
220,Esc. Est. Selva Capistrano Lopes da Silva,Escola Estadual,-5.79185547199103,-35.1881868920673
221,Esc. Est. Casa do Menor Trabalhador,Escola Estadual,-5.8062243300925,-35.2144428023457
222,Esc. Est. Pedro Mendes Gouveia,Escola Estadual,-5.78628198591762,-35.1923655184589
223,Bom Samaritano,CMEI,-5.79945403973447,-35.2350915585051
224,Esc. Est. Encontro de Irm?os,Escola Estadual,-5.80337428964553,-35.2321848303272
225,Esc. Est. Imperial Marinheiro,Escola Estadual,-5.79324195924169,-35.2446141216464
226,Esc. Mun. Nossa Senhora das Dores,Escola Municipal,-5.79465342529617,-35.2394018564102
227,Esc. Mun. N. Sr?. dos Navegantes,Escola Municipal,-5.74879175334541,-35.2055339200818
228,Esc. Mun. Nossa Senhora da Apresenta??o,Escola Municipal,-5.75328754665962,-35.2653339238546
229,Esc. Mun. Prof?. Dalva de Oliveira,Escola Municipal,-5.75068772758692,-35.2680770977647
230,Esc. Mun. Prof. Jos? de Andrade Falc?o,Escola Municipal,-5.74184693701333,-35.2764734757893
231,Prof?. Francisca Anast?cia de Souto,CMEI,-5.81228166327204,-35.2322508760826
232,Prof?. Maria Itacira Bento,CMEI,-5.82845007047652,-35.2438188075915
233,Esc. Mun. Ver? L?cia Soares Barros,Escola Municipal,-5.73805358563221,-35.2333501341183
234,Prof. Jos? Carlos Bezerra de Jesus Filho,CMEI,-5.77086795255295,-35.263333519939
235,Prof?. Carmem Fernandes Pedroza,CMEI,-5.82317899845121,-35.2582966859603
236,CEJA - Prof. Reginaldo Te?filo,Escola Estadual,-5.82318650763676,-35.2225633164759
237,Escola de M?sica da UFRN,Escola Federal,-5.83744676711765,-35.2066620432165
238,Centro Federal de Ed. Tecnol?gica do RN - Un. Zona Norte,Escola Federal,-5.7492437043761,-35.2609569229294
239,Centro Estadual de Educ. Profs. Sen. Jesse Pinto Freire - CENEP,Escola Estadual,-5.78511517081434,-35.2010932271734
240,Maria Eul?lia,CMEI,-5.78708513062519,-35.2092521569454
241,Prof?. T?nia Maria de Almeida Dantas,CMEI,-5.81774617278676,-35.2412422507104
242,Claudete Costa Maciel,CMEI,-5.85442580886697,-35.2453274179937
243,Prof?. Maria do Socorro Lima,CMEI,-5.79841697781465,-35.2268613209956
244,Santa Terezinha,CMEI,-5.81571172767588,-35.2490560525354
245,Prof?. Elaine do N. Lopes,CMEI,-5.80940882047632,-35.2274870891496
246,Prof?. Francisca C?lia Martins de Souza,CMEI,-5.75437335169216,-35.280396980705
247,Padre Sabino Gentille,CMEI,-5.73150222829896,-35.2357833396586
248,Prof?. Rosalba Dias de Barros,CMEI,-5.74865100288438,-35.246898140131
249,Prof?. Maria de F?tima Medeiros de Ara?jo,CMEI,-5.73067094288631,-35.2616194547131
250,Escola Municipal La?rcio Fernandes,ESCOLA,-5.7542535211512,-35.2800265069243
251,CMEI Arnaldo Ars?rnio de Azevedo,CMEI,-5.83735405030094,-35.264364822799
